ʾaʿadnā pos=V,mood=IND,gen=MASC,per=2,voice=ACT,num=SG,aspect=IPFV tuʿid
ʾaḥmalat pos=V,mood=IND,gen=FEM,per=2,voice=ACT,num=PL,aspect=IPFV tuḥmilna
ʾaḥmidā pos=V,mood=IND,tense=PRS,gen=MASC,per=2,voice=ACT,num=SG,aspect=IPFV tuḥmidu
ʾaḥmidna pos=V,mood=SBJV,gen=FEM,per=1,voice=ACT,num=PL nuḥmida
ʾaḥmī pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=PL,aspect=IPFV yuḥmayna
ʾaḥnākin pos=N,poss=PSSD,case=GEN,num=DU ḥanakay
ʾaḥnāk pos=N,def=INDF,case=NOM,num=PL ʾaḥnāk
ʾaḥqawqifa pos=V,mood=IND,tense=PRS,gen=FEM,per=2,voice=ACT,num=PL,aspect=IPFV taḥqawqifna
ʾahrāmin pos=N,def=DEF,case=GEN,num=PL al-ʾahrāmi
ʾaḥramna pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=PL ʾaḥrimū
ʾaḥramnā pos=V,mood=IND,tense=PST,gen=MASC,per=2,voice=PASS,num=PL,aspect=IPFV ʾuḥrimtum
ʾaḥramtum pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=DU,aspect=IPFV tuḥramā
ʾaḥriq pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=SG iḥriqī
ʾahrubu pos=V,mood=SBJV,gen=FEM,per=2,voice=ACT,num=SG tahrubī
ʾaḥsanti pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=PL,aspect=IPFV yuḥsanna
ʾaḥsantumā pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=ACT,num=PL,aspect=IPFV ʾaḥsantunna
ʾaḥsantum pos=V,mood=IND,tense=PST,gen=MASC,per=1,voice=ACT,num=PL,aspect=IPFV ʾaḥsannā
ʾaḥsastum pos=V,mood=SBJV,gen=MASC,per=3,voice=ACT,num=SG yuḥissa
ʾaḥsin pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=PL ʾaḥsinna
ʾaḥšuda pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=PASS,num=SG,aspect=IPFV ḥušidti
ʾaḥṣula pos=V,mood=SBJV,gen=MASC,per=2,voice=ACT,num=DU taḥṣulā
ʾaḥtamila pos=V,mood=IND,tense=PRS,gen=MASC,per=2,voice=ACT,num=SG,aspect=IPFV taḥtamilu
ʾaḥtāṭa pos=V,mood=IND,tense=PRS,gen=MASC,per=2,voice=ACT,num=DU,aspect=IPFV taḥtāṭāni
ʾaḥuṭṭa pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV yuḥaṭṭu
ʾaḥuṭṭu pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=ACT,num=DU,aspect=IPFV yaḥuṭṭāni
ʾaḥūṭu pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=PASS,num=PL,aspect=IPFV ḥiṭna
ʾaḥwajat pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV ʾuḥwija
ʾaḥwajta pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=PL ʾaḥwijū
ʾaḥwāšun pos=N,def=INDF,case=NOM,num=PL ʾaḥwāš
ʾaḥwijū pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=PASS,num=SG,aspect=IPFV ʾuḥwijat
ʾahwiyata pos=N,def=INDF,case=NOM,num=DU hawāʾayn
ʾahwiyatun pos=N,poss=PSSD,case=NOM,num=DU hawāʾay
ʾaḥyāʾan pos=ADJ,def=DEF,case=ACC,gen=MASC,num=SG al-ḥayya
ʾaḥya pos=V,mood=IND,tense=PRS,gen=FEM,per=3,voice=ACT,num=PL,aspect=IPFV yaḥyayna
ʾaḥzāba pos=N,def=DEF,case=GEN,num=SG al-ḥizbi
ʿāʾila pos=N,def=DEF,case=GEN,num=DU al-ʿāʾilatayni
ʿāʾilatāni pos=N,def=DEF,case=NOM,num=PL al-ʿawāʾil
ʿāʾilata pos=N,def=DEF,case=NOM,num=PL al-ʿawāʾilu
ʿāʾilatayni pos=N,def=DEF,case=GEN,num=SG al-ʿāʾilati
ʿāʾilatin pos=N,poss=PSSD,case=ACC,num=DU ʿāʾilatay
ʾaʿīrā pos=V,mood=SBJV,gen=FEM,per=2,voice=PASS,num=SG tuʿārī
ʾaʿir pos=V,mood=IND,gen=MASC,per=2,voice=PASS,num=PL,aspect=IPFV tuʿārū
ʾajabna pos=V,mood=IND,tense=PRS,gen=FEM,per=2,voice=ACT,num=DU,aspect=IPFV tujībāni
ʾajabtumā pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=ACT,num=SG,aspect=IPFV ʾajāba
ʾaʿjabu pos=V,mood=IND,gen=MASC,per=1,voice=ACT,num=PL,aspect=IPFV naʿjab
ʿajala pos=N,def=DEF,case=NOM,num=DU al-ʿajalatayn
ʾaʿjāmin pos=ADJ,def=DEF,case=GEN,gen=MASC,num=SG al-ʿajamiyyi
ʿajamiyyatayni pos=ADJ,def=DEF,case=GEN,gen=FEM,num=SG al-ʿajamiyyati
ʿajamiyyatayni pos=ADJ,def=DEF,case=NOM,gen=MASC,num=PL al-ʾaʿjām
ʿajamiyyatayn pos=ADJ,def=DEF,case=NOM,gen=FEM,num=SG al-ʿajamiyya
ʿajamiyyatin pos=ADJ,def=INDF,case=GEN,gen=FEM,num=DU ʿajamiyyatayni
ʾaʿjamtu pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=ACT,num=SG,aspect=IPFV ʾaʿjamti
ʾājara pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=ACT,num=PL,aspect=IPFV ʾājartunna
ʾajbur pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=ACT,num=DU,aspect=IPFV jabaratā
ʾajhadat pos=V,mood=SBJV,gen=FEM,per=2,voice=PASS,num=PL tujhadna
ʾajhadta pos=V,mood=IND,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV yujhad
ʾajhidī pos=V,mood=SBJV,gen=FEM,per=2,voice=ACT,num=PL tujhidna
ʾajhidna pos=V,mood=IND,gen=MASC,per=3,voice=PASS,num=DU,aspect=IPFV yujhadā
ʿajībatan pos=ADJ,def=INDF,case=NOM,gen=FEM,num=PL ʿajībātun
ʾaʿjibī pos=V,mood=IND,tense=PRS,gen=FEM,per=2,voice=PASS,num=SG,aspect=IPFV tuʿjabīna
ʿajibnā pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=SG iʿjab
ʾajibna pos=V,mood=IND,gen=FEM,per=2,voice=ACT,num=DU,aspect=IPFV tujībā
ʿajibna pos=V,mood=SBJV,gen=MASC,per=2,voice=ACT,num=PL taʿjabū
ʿajibtum pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=ACT,num=SG,aspect=IPFV ʿajibat
ʿajibtunna pos=V,mood=IND,tense=PST,gen=FEM,per=3,voice=ACT,num=PL,aspect=IPFV ʿajibna
ʿajibtu pos=V,mood=IND,tense=PRS,gen=MASC,per=1,voice=ACT,num=SG,aspect=IPFV ʾaʿjabu
ʾaʿjibū pos=V,mood=SBJV,gen=MASC,per=3,voice=ACT,num=SG yuʿjiba
ʾaʿjimī pos=V,mood=IND,tense=PRS,gen=MASC,per=2,voice=PASS,num=PL,aspect=IPFV tuʿjamūna
ʾaʿjimī pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=ACT,num=PL,aspect=IPFV yuʿjimūna
ʾaʿjimna pos=V,voice=ACT muʿjim
ʾajirna pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV ʾujīra
ʾājir pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=DU ʾājirā
ʿajjabna pos=V,mood=SBJV,gen=FEM,per=3,voice=ACT,num=DU tuʿajjibā
ʿajjabti pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=ACT,num=SG,aspect=IPFV ʿajjaba
ʾajladā pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=DU,aspect=IPFV tujladā
ʾajladat pos=V,mood=IND,gen=FEM,per=1,voice=ACT,num=PL,aspect=IPFV nujlid
ʾajladnā pos=V,mood=IND,tense=PRS,gen=FEM,per=2,voice=ACT,num=DU,aspect=IPFV tujlidāni
ʾajladti pos=V,mood=IND,tense=PST,gen=MASC,per=2,voice=PASS,num=SG,aspect=IPFV ʾujlidta
ʾajladtunna pos=V,mood=SBJV,gen=MASC,per=2,voice=ACT,num=DU tujlidā
ʾajmalna pos=V,mood=IND,tense=PST,gen=MASC,per=1,voice=PASS,num=SG,aspect=IPFV ʾujmiltu
ʾajmalti pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=SG,aspect=IPFV tujmalī
ʾajmilā pos=V,mood=SBJV,gen=MASC,per=2,voice=PASS,num=DU tujmalā
ʾajmil pos=V,mood=IND,tense=PST,gen=FEM,per=1,voice=PASS,num=SG,aspect=IPFV ʾujmiltu
ʾajnādun pos=N,def=DEF,case=NOM,num=PL al-ʾajnādu
ʾajsādan pos=N,def=DEF,case=NOM,num=PL al-ʾajsād
ʾajūʿa pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=PL juʿna
ʾajūʿa pos=V,mood=SBJV,gen=MASC,per=3,voice=PASS,num=DU yujāʿā
ʾajub pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV jība
ʿajūlin pos=ADJ,def=DEF,case=NOM,gen=MASC,num=PL al-ʿujulu
ʾajuʿ pos=V,mood=IND,gen=MASC,per=1,voice=ACT,num=PL,aspect=IPFV najuʿ
ʾajwāḵi pos=N,poss=PSSD,case=ACC,num=DU jūḵay
ʾajwāḵ pos=N,poss=PSSD,case=GEN,num=PL ʾajwāḵi
ʾajwāḵun pos=N,def=DEF,case=NOM,num=SG al-jūḵ
ʾajzāʾa pos=N,def=INDF,case=NOM,num=PL ʾajzāʾun
ʾajzāʾun pos=N,poss=PSSD,case=ACC,num=DU juzʾay
ʾajziya pos=V,mood=IND,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV yujza
ʾāḵaḏa pos=V,mood=SBJV,gen=MASC,per=1,voice=PASS,num=PL nuʾāḵaḏa
ʾāḵaḏtunna pos=V,mood=IND,gen=MASC,per=3,voice=PASS,num=DU,aspect=IPFV yuʾāḵaḏā
ʾaḵafna pos=V,voice=ACT muḵīf
ʾakala pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=PASS,num=PL,aspect=IPFV ʾukilū
ʾakaltunna pos=V,mood=IMP,gen=FEM,per=2,voice=ACT,num=DU kulā
ʾakaltunna pos=V,mood=SBJV,gen=MASC,per=2,voice=PASS,num=SG tuʾkala
ʿākasna pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=DU,aspect=IPFV tuʿākasā
ʿākasna pos=V,mood=IND,tense=PST,gen=FEM,per=1,voice=ACT,num=SG,aspect=IPFV ʿākastu
ʿākasta pos=V,mood=IND,tense=PST,gen=MASC,per=2,voice=ACT,num=PL,aspect=IPFV ʿākastum
ʾakbaran pos=ADJ,def=DEF,case=NOM,gen=FEM,num=DU al-ʾakbaratāni
ʾaḵbarna pos=V,mood=SBJV,gen=FEM,per=2,voice=PASS,num=PL tuḵbarna
ʾakbarun pos=ADJ,def=DEF,case=GEN,gen=MASC,num=SG al-ʾakbari
ʾaḵbirī pos=V,mood=IND,gen=FEM,per=3,voice=ACT,num=SG,aspect=IPFV tuḵbir
ʾakbisa pos=V,mood=SBJV,gen=FEM,per=1,voice=ACT,num=PL nakbisa
ʾaḵḍaltumā pos=V,mood=IND,gen=FEM,per=2,voice=ACT,num=SG,aspect=IPFV tuḵḍilī
ʾaḵḍaltum pos=V,mood=IND,gen=FEM,per=2,voice=ACT,num=DU,aspect=IPFV tuḵḍilā
ʾaḵḍaltu pos=V,mood=IND,gen=MASC,per=1,voice=PASS,num=SG,aspect=IPFV ʾuḵḍal
ʾaḵḍar pos=ADJ,def=INDF,case=NOM,gen=FEM,num=PL ḵuḍrun
ʾakḏiba pos=V,mood=IND,tense=PST,gen=MASC,per=1,voice=ACT,num=PL,aspect=IPFV kaḏabnā
ʾaḵḍilū pos=V,mood=IND,gen=FEM,per=1,voice=PASS,num=PL,aspect=IPFV nuḵḍal
ʾaḵdimu pos=V,mood=IND,gen=FEM,per=1,voice=ACT,num=PL,aspect=IPFV naḵdim
ʾaḵfaytumā pos=V,mood=IND,tense=PST,gen=MASC,per=1,voice=PASS,num=PL,aspect=IPFV ʾuḵfīnā
ʾaḵfaytunna pos=V,voice=PASS muḵfan
ʾaḵfaytu pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=DU,aspect=IPFV tuḵfayā
ʾaḵfi pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=SG,aspect=IPFV tuḵfay
ʾaḵfū pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=PASS,num=PL,aspect=IPFV ʾuḵfītunna
ʾaḵīratan pos=ADJ,def=DEF,case=ACC,gen=MASC,num=DU al-ʾaḵīrayni
ʿākisā pos=V,mood=SBJV,gen=MASC,per=1,voice=PASS,num=SG ʾuʿākasa
ʿākis pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=SG,aspect=IPFV tuʿākasī
ʾakkadatā pos=V,mood=SBJV,gen=MASC,per=1,voice=PASS,num=SG ʾuʾakkada
ʾakkadna pos=V,mood=IND,gen=MASC,per=2,voice=ACT,num=DU,aspect=IPFV tuʾakkidā
ʾakkalna pos=V,mood=IND,gen=FEM,per=1,voice=PASS,num=SG,aspect=IPFV ʾuʾakkal
ʾakkidā pos=V,mood=SBJV,gen=FEM,per=2,voice=PASS,num=SG tuʾakkadī
ʾakkidū pos=V,mood=IND,tense=PST,gen=MASC,per=2,voice=ACT,num=PL,aspect=IPFV ʾakkadtum
ʾakkilū pos=V,mood=SBJV,gen=MASC,per=2,voice=PASS,num=SG tuʾakkala
ʾaḵladatā pos=V,mood=IND,gen=MASC,per=1,voice=ACT,num=SG,aspect=IPFV ʾuḵlid
ʾaḵladnā pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=ACT,num=DU,aspect=IPFV yuḵlidāni
ʾaḵladtumā pos=V,voice=ACT muḵlid
ʾaḵlidna pos=V,mood=IND,tense=PRS,gen=FEM,per=1,voice=PASS,num=SG,aspect=IPFV ʾuḵladu
ʾaḵlidna pos=V,mood=IND,tense=PST,gen=MASC,per=3,voice=ACT,num=SG,aspect=IPFV ʾaḵlada
ʾaḵmartu pos=V,mood=IND,gen=MASC,per=2,voice=PASS,num=SG,aspect=IPFV tuḵmar
ʾakrahna pos=V,mood=SBJV,gen=FEM,per=2,voice=PASS,num=SG tukrahī
ʾakrahtu pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=PASS,num=DU,aspect=IPFV ʾukrihtumā
ʾaḵrajtum pos=V,mood=IND,tense=PRS,gen=MASC,per=1,voice=PASS,num=PL,aspect=IPFV nuḵraju
ʾaḵrajtu pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=PASS,num=SG,aspect=IPFV yuḵraju
ʾakramā pos=V,mood=IND,tense=PST,gen=FEM,per=2,voice=PASS,num=SG,aspect=IPFV ʾukrimti
ʾaḵranmis pos=V,mood=IND,gen=MASC,per=2,voice=ACT,num=SG,aspect=IPFV taḵranmis
ʾaḵranmis pos=V,mood=SBJV,gen=FEM,per=3,voice=ACT,num=SG taḵranmisa
ʾaḵranṭimu pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=DU iḵranṭimā
ʾaḵrawwiṭ pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=ACT,num=SG,aspect=IPFV yaḵrawwiṭu
ʾakruba pos=V,mood=IND,tense=PRS,gen=FEM,per=1,voice=PASS,num=SG,aspect=IPFV ʾukrabu
ʾakrub pos=V,mood=IMP,gen=MASC,per=2,voice=ACT,num=SG ukrub
ʾakšifa pos=V,mood=SBJV,gen=MASC,per=2,voice=PASS,num=PL tukšafū
ʾaktabā pos=V,mood=IND,gen=FEM,per=2,voice=PASS,num=PL,aspect=IPFV tuktabna
ʾaktabna pos=V,mood=IND,tense=PRS,gen=MASC,per=2,voice=PASS,num=PL,aspect=IPFV tuktabūna
ʾaktabtunna pos=V,mood=IND,tense=PST,gen=MASC,per=1,voice=PASS,num=SG,aspect=IPFV ʾuktibtu
ʾaktabtu pos=V,mood=IND,tense=PRS,gen=FEM,per=1,voice=PASS,num=SG,aspect=IPFV ʾuktabu
ʾaktabū pos=V,mood=IND,tense=PST,gen=MASC,per=2,voice=ACT,num=PL,aspect=IPFV ʾaktabtum
ʾaktaḥila pos=V,mood=IND,gen=FEM,per=2,voice=ACT,num=PL,aspect=IPFV taktaḥilna
ʾaḵṭāran pos=N,poss=PSSD,case=GEN,num=PL ʾaḵṭāri
ʾaḵṭāri pos=N,def=INDF,case=NOM,num=DU ḵaṭarayn
ʾaḵṭāru pos=N,def=DEF,case=GEN,num=SG al-ḵaṭari
ʾākul pos=V,mood=SBJV,gen=FEM,per=1,voice=ACT,num=SG ʾākula
ʾākul pos=V,mood=SBJV,gen=FEM,per=2,voice=PASS,num=SG tuʾkalī
ʾakwābi pos=N,poss=PSSD,case=GEN,num=SG kūbi
al-ʾaʿāṣīra pos=N,poss=PSSD,case=NOM,num=DU ʾiʿṣāray
al-ʾabada pos=N,def=INDF,case=NOM,num=DU ʾabadāni
al-ʾabadayni pos=N,def=INDF,case=NOM,num=SG ʾabad
al-ʾābāṭu pos=N,def=INDF,case=NOM,num=PL ʾābāṭ
al-ʾaʿbāʾu pos=N,poss=PSSD,case=NOM,num=SG ʿibʾu
al-ʾabāžūrātu pos=N,def=INDF,case=NOM,num=DU ʾabāžūrayn
al-ʾabāžūrayni pos=N,def=DEF,case=NOM,num=SG al-ʾabāžūru
al-ʾabāžūru pos=N,def=DEF,case=NOM,num=DU al-ʾabāžūrāni
al-ʿabbāsatayn pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL al-ʿabbāsātu
al-ʾabjadiyyīna pos=ADJ,def=DEF,case=GEN,gen=FEM,num=DU al-ʾabjadiyyatayni
al-ʾabjadiyyūna pos=ADJ,def=INDF,case=NOM,gen=MASC,num=PL ʾabjadiyyūna
al-ʾablahayni pos=ADJ,def=DEF,case=GEN,gen=FEM,num=DU al-balhāʾayni
al-ʾablahi pos=ADJ,def=DEF,case=GEN,gen=FEM,num=PL al-bulhi
ʾalʿabū pos=V,mood=IND,tense=PRS,gen=FEM,per=3,voice=ACT,num=DU,aspect=IPFV tulʿibāni
al-ʾabyaḍa pos=ADJ,def=INDF,case=ACC,gen=FEM,num=SG bayḍāʾa
al-ʾabzana pos=N,def=INDF,case=NOM,num=SG ʾabzanun
al-ʿaḍala pos=N,def=DEF,case=ACC,num=PL al-ʿaḍalāti
al-ʿadami pos=N,poss=PSSD,case=NOM,num=DU ʿadamay
al-ʾādamiyyāt pos=ADJ,def=DEF,case=GEN,gen=MASC,num=SG al-ʾādamiyyi
al-ʾādamiyyīna pos=ADJ,def=DEF,case=GEN,gen=FEM,num=DU al-ʾādamiyyatayni
al-ʿadamu pos=N,def=INDF,case=NOM,num=DU ʿadamayn
al-ʿadasata pos=N,poss=PSSD,case=ACC,num=SG ʿadasata
al-ʿadasatayni pos=N,def=INDF,case=NOM,num=DU ʿadasatāni
al-ʿadasati pos=N,def=DEF,case=NOM,num=SG al-ʿadasa
al-ʾaḍdādu pos=N,def=INDF,case=NOM,num=PL ʾaḍdādun
al-adʿiyati pos=N,poss=PSSD,case=ACC,num=PL adʿiyata
al-ʿādiyyāni pos=ADJ,def=INDF,case=NOM,gen=FEM,num=DU ʿādiyyatayn
al-ʿādiyyatāni pos=ADJ,def=INDF,case=ACC,gen=MASC,num=SG ʿādiyyan
al-ʿādiyyīn pos=ADJ,def=DEF,case=NOM,gen=MASC,num=DU al-ʿādiyyayn
al-ʿādiyyu pos=ADJ,def=DEF,case=NOM,gen=MASC,num=SG al-ʿādī
al-ʿaduww pos=N,def=INDF,case=NOM,num=PL ʾaʿdāʾ
al-ʾāfatāni pos=N,def=DEF,case=GEN,num=PL al-ʾāfāti
al-ʾāfatāni pos=N,def=INDF,case=NOM,num=PL ʾāfāt
al-ʾafḡāniyyata pos=ADJ,def=INDF,case=NOM,gen=MASC,num=DU ʾafḡāniyyayn
al-ʾafḡāniyyāt pos=ADJ,def=INDF,case=GEN,gen=FEM,num=SG ʾafḡāniyyatin
al-ʾafḡāniyyātu pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL al-ʾafḡāniyyāt
al-ʾafʾidatu pos=N,def=DEF,case=GEN,num=DU al-fuʾādayni
al-ʾaflāku pos=N,def=INDF,case=ACC,num=SG falakan
al-ʾaflāmu pos=N,poss=PSSD,case=ACC,num=DU filmay
al-ʾafrāsi pos=N,def=DEF,case=NOM,num=PL al-ʾafrāsu
al-ʾaḡbar pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL al-ḡubru
al-ʾaḡdiyatu pos=N,poss=PSSD,case=NOM,num=PL ʾaḡdiyatu
al-ʾaḡlāṭ pos=ADJ,def=DEF,case=ACC,gen=FEM,num=PL al-ḡalaṭāti
al-ʿahda pos=N,def=INDF,case=NOM,num=DU ʿahdayn
al-ʾaḥḏiya pos=N,poss=PSSD,case=ACC,num=SG ḥiḏāʾa
al-ʾaḥḏiyati pos=N,poss=PSSD,case=NOM,num=PL ʾaḥḏiyat
al-ʾaḥnāku pos=N,def=INDF,case=ACC,num=DU ḥanakayni
al-ʾaḥzābi pos=N,def=DEF,case=NOM,num=SG al-ḥizbu
al-ʾaʾimma pos=N,def=DEF,case=NOM,num=SG al-ʾimāmu
al-ʿajalatayn pos=N,poss=PSSD,case=NOM,num=PL ʿajalātu
al-ʿajamiyyatayn pos=ADJ,def=DEF,case=GEN,gen=FEM,num=DU al-ʿajamiyyatayni
al-ʿajamiyyati pos=ADJ,def=INDF,case=GEN,gen=FEM,num=DU ʿajamiyyatayni
al-ʾaʿjām pos=ADJ,def=INDF,case=ACC,gen=FEM,num=DU ʿajamiyyatayni
al-ʿajībatu pos=ADJ,def=INDF,case=NOM,gen=MASC,num=SG ʿajīb
al-ʾajnāda pos=N,def=DEF,case=GEN,num=PL al-ʾajnādi
al-ʾajnāda pos=N,poss=PSSD,case=NOM,num=DU junday
al-ʾajṯāṯa pos=N,def=INDF,case=ACC,num=SG juṯṯatan
al-ʾajwāf pos=N,poss=PSSD,case=NOM,num=SG jawf
al-ʾajyāfu pos=N,poss=PSSD,case=GEN,num=DU jīfatay
al-ʾakbaratāni pos=ADJ,def=INDF,case=ACC,gen=FEM,num=DU ʾakbaratayni
al-ʾaḵḍarāni pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL al-ḵuḍru
al-ʾaḵīratayn pos=ADJ,def=INDF,case=NOM,gen=MASC,num=SG ʾaḵīrun
al-ʾaḵīrāt pos=ADJ,def=INDF,case=GEN,gen=FEM,num=SG ʾaḵīratin
al-ʾaḵīratu pos=ADJ,def=DEF,case=ACC,gen=FEM,num=PL al-ʾaḵīrāti
al-ʾaḵīri pos=ADJ,def=INDF,case=GEN,gen=MASC,num=SG ʾaḵīrin
al-ʾaḵṭāri pos=N,def=DEF,case=NOM,num=DU al-ḵaṭarāni
al-ʾakuffa pos=N,poss=PSSD,case=GEN,num=DU kaffay
al-ʾakwāb pos=N,poss=PSSD,case=NOM,num=DU kūbay
al-ʿalājīm pos=N,def=INDF,case=NOM,num=SG ʿuljūmun
al-ʿalāqa pos=N,poss=PSSD,case=NOM,num=SG ʿalāqatu
al-ʿalāqātu pos=N,def=DEF,case=ACC,num=PL al-ʿalāqāti
al-ʿalāqatu pos=N,def=INDF,case=NOM,num=PL ʿalāqāt
al-ʾālāti pos=N,def=DEF,case=NOM,num=DU al-ʾālatāni
al-ʾālātu pos=N,def=INDF,case=NOM,num=DU ʾālatayn
al-ʿalawiyyatu pos=ADJ,def=DEF,case=ACC,gen=FEM,num=PL al-ʿalawiyyāti
al-ʿalawiyyayni pos=ADJ,def=INDF,case=NOM,gen=MASC,num=DU ʿalawiyyayn
al-ʾalifbāʾī pos=ADJ,def=INDF,case=GEN,gen=FEM,num=SG ʾalifbāʾiyyatin
al-ʾalifbāʾiyyati pos=ADJ,def=INDF,case=NOM,gen=MASC,num=PL ʾalifbāʾiyyīn
al-ʾalifbāʾiyyatu pos=ADJ,def=INDF,case=NOM,gen=MASC,num=DU ʾalifbāʾiyyayn
al-ʿalīmatāni pos=ADJ,def=DEF,case=GEN,gen=FEM,num=PL al-ʿalīmāti
al-ʿalīmata pos=ADJ,def=DEF,case=GEN,gen=MASC,num=SG al-ʿalīmi
al-ʿalīmayn pos=ADJ,def=DEF,case=GEN,gen=FEM,num=PL al-ʿalīmāti
al-ʿamāliqa pos=N,poss=PSSD,case=NOM,num=DU ʿimlāqay
al-ʿamaliyyāni pos=ADJ,def=DEF,case=NOM,gen=FEM,num=SG al-ʿamaliyya
al-ʿamaliyyāni pos=ADJ,def=INDF,case=GEN,gen=FEM,num=PL ʿamaliyyātin
al-ʿamaliyyati pos=N,poss=PSSD,case=NOM,num=SG ʿamaliyyat
ʾālamat pos=V,mood=IND,tense=PRS,gen=MASC,per=3,voice=ACT,num=PL,aspect=IPFV yuʾlimūna
al-ʾamīnāti pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL al-ʾamīnāt
al-ʾamīnu pos=N,poss=PSSD,case=NOM,num=DU ʾamīnay
al-ʿamīqa pos=ADJ,def=INDF,case=ACC,gen=MASC,num=DU ʿamīqayni
al-ʿamīqatu pos=ADJ,def=INDF,case=NOM,gen=FEM,num=DU ʿamīqatāni
al-ʿamīqi pos=ADJ,def=DEF,case=GEN,gen=FEM,num=PL al-ʿamīqāti
al-ʿāmiratayn pos=ADJ,def=INDF,case=ACC,gen=FEM,num=PL ʿāmirātin
al-ʿāmirāt pos=ADJ,def=INDF,case=ACC,gen=FEM,num=SG ʿāmiratan
al-ʿāmir pos=ADJ,def=DEF,case=ACC,gen=FEM,num=DU al-ʿāmiratayni
al-ʿāmmatāni pos=ADJ,def=DEF,case=GEN,gen=MASC,num=SG al-ʿāmmi
al-ʿāmmata pos=ADJ,def=INDF,case=GEN,gen=MASC,num=DU ʿāmmayni
al-ʿāmmiyyatāni pos=ADJ,def=DEF,case=ACC,gen=MASC,num=PL al-ʿāmmiyyīna
al-ʿāmmiyyayn pos=ADJ,def=INDF,case=NOM,gen=FEM,num=SG ʿāmmiyyatun
al-ʿāmmiyyi pos=ADJ,def=INDF,case=NOM,gen=FEM,num=PL ʿāmmiyyātun
ʾālamnā pos=V,mood=IND,gen=FEM,per=3,voice=PASS,num=DU,aspect=IPFV tuʾlamā
al-ʿām pos=N,def=INDF,case=GEN,num=PL ʾaʿwāmin
al-ʾamrayni pos=N,def=INDF,case=ACC,num=SG ʾamran
al-ʾamrīkī pos=ADJ,def=INDF,case=NOM,gen=FEM,num=SG ʾamrīkiyya
al-ʾamrīkiyyata pos=ADJ,def=DEF,case=NOM,gen=FEM,num=PL al-ʾamrīkiyyāt
al-ʾamrīkiyyatu pos=ADJ,def=DEF,case=NOM,gen=MASC,num=DU al-ʾamrīkiyyāni
al-ʾamyalayn pos=ADJ,def=INDF,case=ACC,gen=MASC,num=PL mīlan
al-ʾamzijata pos=N,poss=PSSD,case=ACC,num=SG mazāja
al-ʾanājīl pos=N,def=INDF,case=ACC,num=PL ʾanājīla
al-ʾanājiru pos=N,def=DEF,case=NOM,num=DU al-ʾanjarayn
al-ʾanājiru pos=N,def=INDF,case=ACC,num=PL ʾanājira
